AWB,HAWB,Flight_Number,ULD_Number,Origin,Destination,Booking_Date,SHC,Weight_kg,Length_cm,Width_cm,Height_cm,Preferred_ULD,Nature_Of_Goods,PCS,Temp_Required,Priority,Courier_Return,Completed,Consignee_Name
176-72110699,HWB866643,SV651,,FRA,FRA,2026-04-19,GEN,186.29,176,40,705,"AKE,PMC",Textiles,81,No,High,True,False,FAST CARGO
176-20999047,HWB584570,SV114,,SIN,SYD,2026-04-29,BIG,3237.96,169,91,1723,PMC,Industrial Equipment,34,No,Medium,True,False,FAST CARGO
176-62508472,HWB648793,SV207,,MAA,SIN,2026-04-17,PIL,174.08,236,73,155,"RAP,RKN,ALF",Pharma,28,Yes,Low,True,True,LUXURY EXPORTS
176-20994583,HWB706205,SV351,,FRA,JFK,2026-04-25,EAT,360.65,226,117,159,"PMC,RAP",Dry Foods,11,No,Medium,False,True,QATAR PHARMA
176-86887786,HWB760891,SV966,,DXB,SYD,2026-04-28,EAT,576.96,100,110,449,"PMC,RAP",Packed Food,57,No,Medium,True,False,LUXURY EXPORTS
176-88544364,HWB317816,SV326,,DOH,SYD,2026-04-14,GEN,582.26,83,132,440,"AKE,PMC",Retail Goods,12,No,Low,False,True,WORLD FREIGHT
176-36193780,HWB232683,SV789,,LHR,DXB,2026-04-11,EAT,107.13,124,61,795,"PMC,RAP",Dry Foods,96,No,High,True,True,GLOBAL FOODS
176-86974571,HWB597350,SV414,,DXB,FRA,2026-04-05,GEN,286.19,155,82,686,"AKE,PMC",Retail Goods,45,No,High,True,False,QATAR PHARMA
176-81808026,HWB936345,SV203,,DOH,CDG,2026-04-27,AVI,30.63,73,141,355,AKE,Pets,16,No,High,False,False,QATAR PHARMA
176-63748955,HWB173063,SV451,,AMS,SYD,2026-04-07,GEN,334.37,220,118,286,"AKE,PMC",Textiles,64,No,High,False,False,SKY LOGISTICS
176-90474782,HWB520419,SV681,,DXB,SIN,2026-04-17,PIL,69.72,245,99,91,"RAP,RKN,ALF",Vaccines,31,Yes,Low,True,True,LUXURY EXPORTS
176-67740709,HWB194736,SV475,,AMS,LHR,2026-04-25,VAL,16.77,169,63,42,AKE,Jewelry,86,No,High,True,False,SEAFOOD EXPRESS
176-57924903,HWB463559,SV908,,MAA,DXB,2026-04-06,PER,195.76,240,64,192,"RAP,PMC",Frozen Meat,38,Yes,High,False,True,SKY LOGISTICS
176-71328876,HWB129541,SV975,,DXB,CDG,2026-04-06,DGR,459.96,60,94,464,PMC,Lithium Batteries,99,No,Low,False,False,QATAR PHARMA
176-21033610,HWB496058,SV926,,SIN,LHR,2026-04-17,PER,465.65,182,59,203,"RAP,PMC",Food Items,91,Yes,Low,False,True,QATAR PHARMA
176-53396592,HWB765432,SV309,,SIN,CDG,2026-05-01,GEN,642.28,93,97,805,"AKE,PMC",Textiles,39,No,Medium,False,True,LUXURY EXPORTS
176-10164070,HWB241944,SV602,,DXB,DXB,2026-04-18,GEN,85.6,192,153,238,"AKE,PMC",Retail Goods,19,No,Medium,False,True,SEAFOOD EXPRESS
176-45339141,HWB764545,SV365,,AMS,LHR,2026-04-04,GEN,936.95,62,42,2142,"AKE,PMC",Retail Goods,15,No,Low,True,False,FAST CARGO
176-66155232,HWB619356,SV511,,SIN,FRA,2026-04-02,GEN,596.58,238,127,204,"AKE,PMC",Textiles,78,No,Low,True,True,SKY LOGISTICS
176-92364868,HWB633879,SV565,,DOH,LHR,2026-05-01,DGR,291.46,90,148,327,PMC,Lithium Batteries,97,No,Medium,True,True,LUXURY EXPORTS
176-75895533,HWB229274,SV564,,SIN,SIN,2026-04-28,VAL,37.68,237,73,20,AKE,Gold,83,No,Medium,True,True,SEAFOOD EXPRESS
176-37258959,HWB419885,SV313,,FRA,CDG,2026-04-02,GEN,786.88,182,58,747,"AKE,PMC",Textiles,9,No,Low,False,True,WORLD FREIGHT
176-39856021,HWB867870,SV339,,DXB,JFK,2026-04-17,PIL,212.97,118,138,85,"RAP,RKN,ALF",Vaccines,98,Yes,Medium,False,True,EMIRATES MEDICAL
176-93575856,HWB218192,SV457,,DXB,CDG,2026-04-01,GEN,270.92,82,66,199,"AKE,PMC",Textiles,54,No,High,True,True,SEAFOOD EXPRESS
176-45160491,HWB171114,SV770,,DOH,SIN,2026-04-02,GEN,381.25,86,120,783,"AKE,PMC",General Cargo,11,No,Low,True,False,WORLD FREIGHT
176-18896589,HWB120636,SV157,,AMS,FRA,2026-04-09,PIL,83.49,154,116,65,"RAP,RKN,ALF",Vaccines,89,Yes,Low,False,True,FAST CARGO
176-83932265,HWB774492,SV177,,MAA,CDG,2026-04-08,GEN,307.19,95,137,766,"AKE,PMC",Retail Goods,92,No,Low,False,True,SKY LOGISTICS
176-13779742,HWB715914,SV847,,AMS,CDG,2026-04-15,GEN,763.12,94,76,825,"AKE,PMC",Retail Goods,20,No,Low,False,False,SEAFOOD EXPRESS
176-50070341,HWB931993,SV247,,DXB,LHR,2026-04-16,GEN,224.17,77,175,323,"AKE,PMC",General Cargo,34,No,Low,True,True,SEAFOOD EXPRESS
176-14757486,HWB301765,SV412,,LHR,CDG,2026-04-02,GEN,152.49,204,42,987,"AKE,PMC",Retail Goods,13,No,Low,False,True,QATAR PHARMA
176-97617026,HWB278085,SV157,,DXB,SYD,2026-04-15,DGR,55.4,216,82,167,PMC,Chemicals,5,No,Low,False,True,SEAFOOD EXPRESS
176-36386383,HWB529150,SV656,,FRA,DXB,2026-04-12,PIL,230.36,172,129,30,"RAP,RKN,ALF",Medicines,44,Yes,Medium,False,False,QATAR PHARMA
176-85576096,HWB112922,SV126,,DOH,JFK,2026-04-11,GEN,140.99,244,94,139,"AKE,PMC",General Cargo,79,No,Medium,True,True,QATAR PHARMA
176-37406435,HWB666792,SV932,,LHR,CDG,2026-04-04,BIG,2531.62,220,78,525,PMC,Oversized Machinery,96,No,Low,False,True,SEAFOOD EXPRESS
176-44075978,HWB431573,SV991,,AMS,SYD,2026-04-26,DGR,114.14,165,153,41,PMC,Lithium Batteries,96,No,Medium,True,False,GLOBAL FOODS
176-19180850,HWB596984,SV954,,MAA,JFK,2026-05-01,VAL,9.19,115,62,58,AKE,Jewelry,40,No,High,False,True,SKY LOGISTICS
176-27682464,HWB292588,SV469,,DXB,DXB,2026-04-26,GEN,771.6,85,75,570,"AKE,PMC",Textiles,51,No,High,True,False,SKY LOGISTICS
176-29047652,HWB868153,SV780,,AMS,DXB,2026-04-03,GEN,915.8,91,138,273,"AKE,PMC",Textiles,35,No,Medium,False,False,SKY LOGISTICS
176-66460869,HWB772716,SV740,,SIN,LHR,2026-04-06,PER,346.81,149,149,82,"RAP,PMC",Food Items,29,Yes,High,False,False,GLOBAL FOODS
176-84784959,HWB125277,SV793,,DXB,LHR,2026-04-24,BIG,2595.28,140,75,2424,PMC,Industrial Equipment,89,No,Medium,False,True,SEAFOOD EXPRESS
176-24823020,HWB435197,SV649,,FRA,SYD,2026-04-22,GEN,174.84,123,110,144,"AKE,PMC",General Cargo,22,No,Medium,False,False,SEAFOOD EXPRESS
176-78946993,HWB807227,SV531,,DXB,SIN,2026-04-29,GEN,505.02,225,61,353,"AKE,PMC",Retail Goods,49,No,High,True,False,EMIRATES MEDICAL
176-68830582,HWB960738,SV773,,FRA,DXB,2026-04-08,PIL,114.7,123,112,129,"RAP,RKN,ALF",Pharma,15,Yes,Low,True,False,EMIRATES MEDICAL
176-50369409,HWB145730,SV151,,LHR,CDG,2026-04-14,BIG,4308.67,236,46,761,PMC,Oversized Machinery,51,No,Low,True,True,LUXURY EXPORTS
176-46295026,HWB570860,SV140,,FRA,SIN,2026-04-14,GEN,314.67,228,117,128,"AKE,PMC",General Cargo,29,No,Low,False,False,EMIRATES MEDICAL
176-32571736,HWB169120,SV270,,DXB,FRA,2026-04-01,PIL,96.87,112,172,118,"RAP,RKN,ALF",Pharma,63,Yes,Low,True,True,LUXURY EXPORTS
176-10265528,HWB163920,SV121,,MAA,CDG,2026-04-07,PER,100.6,215,170,50,"RAP,PMC",Milk Products,49,Yes,High,False,False,WORLD FREIGHT
176-79277550,HWB646404,SV685,,DOH,SYD,2026-04-01,GEN,614.06,108,140,430,"AKE,PMC",Textiles,12,No,High,False,True,SEAFOOD EXPRESS
176-22394373,HWB503159,SV681,,DOH,FRA,2026-04-28,GEN,71.99,135,53,1340,"AKE,PMC",Textiles,20,No,High,True,False,FAST CARGO
176-87466401,HWB862058,SV570,,AMS,FRA,2026-04-18,PIL,235.54,121,166,97,"RAP,RKN,ALF",Pharma,6,Yes,Medium,True,False,EMIRATES MEDICAL
176-83499395,HWB545914,SV591,,SIN,JFK,2026-05-01,VAL,49.46,158,68,44,AKE,Gold,6,No,High,True,False,FAST CARGO
176-42791876,HWB567318,SV184,,MAA,CDG,2026-04-24,GEN,462.83,121,167,445,"AKE,PMC",General Cargo,41,No,High,False,False,LUXURY EXPORTS
176-51479441,HWB257371,SV118,,DXB,FRA,2026-04-26,DGR,113.68,223,58,238,PMC,Lithium Batteries,86,No,High,True,False,FAST CARGO
176-14022683,HWB568165,SV429,,LHR,CDG,2026-04-14,PER,405.06,195,43,251,"RAP,PMC",Milk Products,77,Yes,Medium,False,False,SEAFOOD EXPRESS
176-17859815,HWB677279,SV241,,SIN,FRA,2026-04-04,PIL,160.4,152,121,124,"RAP,RKN,ALF",Pharma,3,Yes,High,True,True,SKY LOGISTICS
176-48787039,HWB101183,SV252,,LHR,SIN,2026-04-30,BIG,1501.21,93,139,1250,PMC,Oversized Machinery,68,No,Medium,True,False,EMIRATES MEDICAL
176-58118532,HWB768124,SV297,,LHR,LHR,2026-04-08,COL,197.43,205,147,46,"RAP,RKN",Cool Cargo,29,Yes,Medium,False,True,QATAR PHARMA
176-85163764,HWB246265,SV664,,AMS,LHR,2026-04-25,PER,134.88,153,179,127,"RAP,PMC",Food Items,71,Yes,High,False,True,SKY LOGISTICS
176-48502327,HWB797888,SV987,,LHR,DXB,2026-04-01,BIG,4885.49,234,84,694,PMC,Oversized Machinery,8,No,Medium,True,True,QATAR PHARMA
176-27151257,HWB688835,SV348,,FRA,SIN,2026-04-03,GEN,455.15,180,58,115,"AKE,PMC",Retail Goods,12,No,High,True,True,FAST CARGO
176-67339920,HWB171978,SV459,,MAA,SIN,2026-04-21,GEN,589.41,64,57,2716,"AKE,PMC",General Cargo,84,No,Medium,False,True,WORLD FREIGHT
176-44701832,HWB427215,SV490,,AMS,DXB,2026-04-08,EAT,357.63,63,107,817,"PMC,RAP",Snacks,84,No,High,True,False,SEAFOOD EXPRESS
176-13376007,HWB212272,SV736,,MAA,LHR,2026-04-27,GEN,859.52,115,50,643,"AKE,PMC",General Cargo,1,No,Medium,False,True,EMIRATES MEDICAL
176-84938356,HWB542347,SV185,,LHR,JFK,2026-04-12,DGR,430.4,75,141,157,PMC,Chemicals,21,No,Medium,True,True,WORLD FREIGHT
176-78368892,HWB511025,SV967,,LHR,FRA,2026-04-01,COL,385.81,189,113,102,"RAP,RKN",Temperature Goods,45,Yes,Low,False,True,SKY LOGISTICS
176-69314812,HWB528626,SV972,,FRA,JFK,2026-04-20,PER,493.43,220,168,130,"RAP,PMC",Milk Products,35,Yes,Low,False,False,WORLD FREIGHT
176-37876148,HWB479170,SV115,,MAA,JFK,2026-04-21,GEN,679.27,166,148,252,"AKE,PMC",General Cargo,66,No,Medium,False,False,SKY LOGISTICS
176-38115244,HWB422541,SV154,,SIN,FRA,2026-04-26,GEN,273.53,239,142,258,"AKE,PMC",Retail Goods,95,No,Medium,True,True,SKY LOGISTICS
176-43927264,HWB733970,SV855,,DOH,LHR,2026-04-27,GEN,369.46,81,177,469,"AKE,PMC",General Cargo,46,No,Medium,True,True,SEAFOOD EXPRESS
176-21803296,HWB903644,SV226,,MAA,FRA,2026-04-21,BIG,3609.3,197,79,1608,PMC,Industrial Equipment,100,No,High,True,True,WORLD FREIGHT
176-51167664,HWB336293,SV445,,AMS,CDG,2026-04-08,GEN,52.4,131,61,878,"AKE,PMC",Retail Goods,65,No,Low,True,True,EMIRATES MEDICAL
176-64378528,HWB372284,SV986,,DOH,DXB,2026-04-13,AVI,164.25,139,60,441,AKE,Birds,13,No,High,True,True,GLOBAL FOODS
176-98115484,HWB886171,SV385,,MAA,SYD,2026-04-07,GEN,824.42,190,92,248,"AKE,PMC",Textiles,24,No,High,True,True,SEAFOOD EXPRESS
176-66892740,HWB104394,SV943,,DXB,JFK,2026-04-17,GEN,345.41,99,177,439,"AKE,PMC",General Cargo,13,No,Low,False,True,QATAR PHARMA
176-24097501,HWB723561,SV557,,FRA,SYD,2026-04-07,GEN,205.0,143,140,499,"AKE,PMC",Textiles,80,No,Low,True,True,GLOBAL FOODS
176-73732465,HWB952797,SV219,,DXB,DXB,2026-04-10,PER,112.97,210,56,89,"RAP,PMC",Milk Products,64,Yes,Low,True,False,SEAFOOD EXPRESS
176-62070271,HWB263145,SV878,,SIN,FRA,2026-04-21,GEN,791.64,139,151,92,"AKE,PMC",Textiles,79,No,High,False,True,EMIRATES MEDICAL
176-58943645,HWB109883,SV743,,MAA,DXB,2026-04-28,BIG,2599.97,246,101,728,PMC,Oversized Machinery,57,No,Medium,True,False,SKY LOGISTICS
176-84908485,HWB654156,SV792,,DOH,SYD,2026-04-06,MAG,79.84,74,102,222,PMC,Magnetized Equipment,67,No,Low,True,False,SKY LOGISTICS
176-40426837,HWB590679,SV214,,LHR,DXB,2026-04-23,HEA,170.2,82,151,284,"PMC,PAG",Coffins,4,No,Low,True,False,SKY LOGISTICS
176-88930579,HWB764527,SV493,,SIN,JFK,2026-04-29,GEN,899.07,89,156,510,"AKE,PMC",Retail Goods,100,No,High,True,False,LUXURY EXPORTS
176-24232767,HWB107312,SV286,,DOH,LHR,2026-04-18,GEN,88.3,216,54,763,"AKE,PMC",Textiles,2,No,Low,False,False,WORLD FREIGHT
176-99809064,HWB407400,SV298,,DOH,SYD,2026-04-09,DGR,64.17,139,84,107,PMC,Chemicals,28,No,Medium,True,True,GLOBAL FOODS
176-90861459,HWB801381,SV881,,LHR,CDG,2026-04-13,PIL,196.27,90,43,638,"RAP,RKN,ALF",Vaccines,59,Yes,Medium,False,False,QATAR PHARMA
176-18897725,HWB558155,SV734,,AMS,DXB,2026-04-12,PER,420.34,241,75,206,"RAP,PMC",Food Items,74,Yes,Medium,True,True,LUXURY EXPORTS
176-50022624,HWB963451,SV248,,LHR,DXB,2026-04-29,GEN,749.01,239,42,851,"AKE,PMC",General Cargo,62,No,High,True,True,LUXURY EXPORTS
176-80153155,HWB904093,SV364,,DOH,SIN,2026-04-21,GEN,980.26,101,167,568,"AKE,PMC",Retail Goods,28,No,Low,True,True,SKY LOGISTICS
176-39580332,HWB124730,SV110,,SIN,DXB,2026-04-03,PER,316.73,148,173,84,"RAP,PMC",Milk Products,55,Yes,Low,True,True,LUXURY EXPORTS
176-19565463,HWB495372,SV587,,AMS,LHR,2026-04-30,GEN,94.51,192,106,93,"AKE,PMC",Textiles,71,No,Medium,False,False,FAST CARGO
176-54291158,HWB343974,SV417,,FRA,DXB,2026-04-28,GEN,684.36,102,135,684,"AKE,PMC",General Cargo,1,No,Medium,True,True,EMIRATES MEDICAL
176-75845066,HWB630122,SV939,,DOH,CDG,2026-04-05,DGR,239.28,92,108,398,PMC,Lithium Batteries,16,No,Medium,False,True,LUXURY EXPORTS
176-28363097,HWB672531,SV888,,MAA,JFK,2026-04-04,PER,397.78,247,70,269,"RAP,PMC",Frozen Meat,43,Yes,High,True,True,LUXURY EXPORTS
176-58624477,HWB372207,SV258,,LHR,SYD,2026-04-11,EAT,437.67,67,125,482,"PMC,RAP",Dry Foods,6,No,Low,False,True,FAST CARGO
176-49288049,HWB556268,SV876,,AMS,SYD,2026-04-26,EAT,330.01,169,109,104,"PMC,RAP",Snacks,99,No,Medium,False,False,WORLD FREIGHT
176-13666354,HWB583071,SV308,,MAA,SYD,2026-04-04,GEN,84.84,194,56,145,"AKE,PMC",Textiles,60,No,High,False,False,EMIRATES MEDICAL
176-40853990,HWB604526,SV780,,AMS,DXB,2026-04-21,EAT,491.4,127,59,559,"PMC,RAP",Packed Food,13,No,Medium,False,False,FAST CARGO
176-49796475,HWB961235,SV174,,DOH,LHR,2026-04-15,DGR,57.18,187,156,45,PMC,Lithium Batteries,91,No,Medium,True,False,QATAR PHARMA
176-62939127,HWB818537,SV640,,LHR,SIN,2026-04-25,GEN,584.49,190,132,159,"AKE,PMC",Retail Goods,24,No,Low,False,True,WORLD FREIGHT
176-97604266,HWB495572,SV799,,DXB,SIN,2026-04-15,PIL,157.15,74,167,67,"RAP,RKN,ALF",Vaccines,9,Yes,Low,True,False,FAST CARGO
176-66045156,HWB825225,SV241,,SIN,CDG,2026-04-16,EAT,429.09,205,82,388,"PMC,RAP",Packed Food,28,No,Low,False,False,QATAR PHARMA
176-45332312,HWB642126,SV635,,LHR,CDG,2026-04-26,PIL,273.98,154,80,181,"RAP,RKN,ALF",Pharma,30,Yes,High,True,False,LUXURY EXPORTS
176-13409042,HWB820690,SV637,,DOH,CDG,2026-04-26,HEA,135.3,125,66,243,"PMC,PAG",Human Remains,61,No,High,False,True,LUXURY EXPORTS
176-11185755,HWB429536,SV296,,AMS,FRA,2026-04-09,AVI,173.68,206,69,221,AKE,Pets,42,No,Medium,False,True,WORLD FREIGHT
176-55499934,HWB460984,SV360,,DXB,JFK,2026-04-23,DGR,317.92,118,170,129,PMC,Chemicals,76,No,Low,True,True,EMIRATES MEDICAL
176-64014743,HWB885990,SV957,,DXB,JFK,2026-04-28,GEN,852.82,60,51,1728,"AKE,PMC",Textiles,27,No,High,True,True,SKY LOGISTICS
176-20067840,HWB976522,SV575,,DOH,LHR,2026-04-25,BIG,1162.51,63,102,1179,PMC,Industrial Equipment,55,No,Low,True,False,GLOBAL FOODS
176-92783895,HWB669581,SV480,,MAA,LHR,2026-04-06,PIL,91.1,71,160,215,"RAP,RKN,ALF",Vaccines,71,Yes,Medium,True,True,LUXURY EXPORTS
176-87656343,HWB108245,SV312,,FRA,SYD,2026-05-01,GEN,943.0,153,138,403,"AKE,PMC",General Cargo,24,No,High,True,False,QATAR PHARMA
176-63354321,HWB381686,SV607,,DOH,DXB,2026-04-06,GEN,997.04,98,85,1081,"AKE,PMC",General Cargo,55,No,Low,True,True,WORLD FREIGHT
176-38996080,HWB945386,SV182,,LHR,SIN,2026-04-30,PIL,270.88,69,147,236,"RAP,RKN,ALF",Vaccines,100,Yes,High,False,True,QATAR PHARMA
176-71584195,HWB292455,SV359,,SIN,JFK,2026-04-14,PER,333.32,117,122,128,"RAP,PMC",Milk Products,29,Yes,High,False,True,EMIRATES MEDICAL
176-10715296,HWB666158,SV327,,FRA,DXB,2026-04-18,PIL,158.31,123,146,61,"RAP,RKN,ALF",Pharma,51,Yes,Medium,False,True,SKY LOGISTICS
176-53627471,HWB214007,SV815,,FRA,SIN,2026-04-18,PER,346.31,244,121,116,"RAP,PMC",Milk Products,78,Yes,High,True,False,SKY LOGISTICS
176-31483603,HWB700406,SV220,,DOH,JFK,2026-04-03,EAT,395.95,129,59,558,"PMC,RAP",Packed Food,45,No,Low,True,False,SEAFOOD EXPRESS
176-70741910,HWB514326,SV761,,SIN,SYD,2026-04-14,GEN,169.17,206,135,175,"AKE,PMC",General Cargo,59,No,High,False,False,FAST CARGO
176-88703145,HWB491784,SV123,,LHR,FRA,2026-04-21,AVI,108.07,90,168,272,AKE,Dogs,65,No,Low,False,False,QATAR PHARMA
176-65402833,HWB987606,SV991,,MAA,SIN,2026-04-25,PIL,237.05,232,53,242,"RAP,RKN,ALF",Medicines,70,Yes,High,True,True,QATAR PHARMA
176-50170436,HWB953381,SV343,,FRA,DXB,2026-04-12,GEN,226.86,105,97,166,"AKE,PMC",Retail Goods,34,No,Low,True,True,SKY LOGISTICS
176-33261698,HWB106879,SV271,,DXB,LHR,2026-04-07,GEN,381.07,192,51,278,"AKE,PMC",General Cargo,6,No,High,False,False,LUXURY EXPORTS
176-55317894,HWB397459,SV436,,DOH,FRA,2026-04-08,GEN,157.85,162,57,970,"AKE,PMC",Textiles,5,No,High,False,False,FAST CARGO
176-31770277,HWB408850,SV970,,DXB,JFK,2026-04-07,BIG,1371.38,179,112,1216,PMC,Oversized Machinery,76,No,Medium,True,True,QATAR PHARMA
176-40936036,HWB228396,SV229,,DOH,SYD,2026-04-21,PER,325.73,139,123,231,"RAP,PMC",Frozen Meat,97,Yes,Medium,True,True,QATAR PHARMA
176-52017788,HWB741443,SV715,,FRA,SIN,2026-04-13,PIL,245.02,82,156,186,"RAP,RKN,ALF",Medicines,16,Yes,High,True,False,SEAFOOD EXPRESS
176-59888093,HWB391352,SV263,,MAA,DXB,2026-04-19,GEN,121.49,62,134,618,"AKE,PMC",Retail Goods,24,No,Low,False,True,FAST CARGO
176-88645798,HWB238872,SV285,,LHR,JFK,2026-04-04,PIL,135.47,111,114,233,"RAP,RKN,ALF",Medicines,90,Yes,High,True,False,LUXURY EXPORTS
176-46784982,HWB596450,SV426,,DXB,FRA,2026-04-14,GEN,736.42,204,117,90,"AKE,PMC",Textiles,81,No,Medium,False,False,GLOBAL FOODS
176-26168609,HWB570358,SV928,,DOH,SIN,2026-04-14,GEN,716.16,249,102,354,"AKE,PMC",General Cargo,1,No,Low,True,False,LUXURY EXPORTS
176-24212949,HWB165844,SV462,,AMS,SIN,2026-04-23,GEN,306.96,178,134,114,"AKE,PMC",Retail Goods,46,No,High,False,True,EMIRATES MEDICAL
176-95878845,HWB210171,SV406,,DXB,FRA,2026-04-19,GEN,733.81,211,166,64,"AKE,PMC",General Cargo,67,No,Medium,False,False,SKY LOGISTICS
176-43732173,HWB237669,SV257,,MAA,CDG,2026-04-12,GEN,492.83,110,179,495,"AKE,PMC",Textiles,31,No,Low,False,False,GLOBAL FOODS
176-50602354,HWB909144,SV655,,LHR,JFK,2026-04-01,AVI,52.46,122,78,592,AKE,Dogs,56,No,Medium,False,True,FAST CARGO
176-67713405,HWB471500,SV197,,SIN,SYD,2026-04-18,GEN,769.68,61,144,717,"AKE,PMC",Textiles,8,No,High,False,False,EMIRATES MEDICAL
176-95434927,HWB627912,SV904,,DOH,LHR,2026-04-11,PIL,118.73,66,99,414,"RAP,RKN,ALF",Pharma,68,Yes,Low,True,True,LUXURY EXPORTS
176-64295203,HWB926840,SV276,,MAA,FRA,2026-04-05,COL,231.17,198,128,133,"RAP,RKN",Temperature Goods,51,Yes,Medium,True,True,LUXURY EXPORTS
176-52799635,HWB872919,SV482,,MAA,SYD,2026-04-21,PER,469.59,222,42,477,"RAP,PMC",Milk Products,51,Yes,High,True,True,SKY LOGISTICS
176-57334398,HWB864764,SV914,,AMS,FRA,2026-04-06,PER,103.45,145,40,246,"RAP,PMC",Frozen Meat,22,Yes,Medium,False,True,SEAFOOD EXPRESS
176-96720635,HWB113329,SV192,,DOH,SIN,2026-04-06,GEN,609.53,228,136,105,"AKE,PMC",General Cargo,32,No,Medium,True,False,SKY LOGISTICS
176-97929289,HWB537786,SV503,,DXB,SYD,2026-04-23,AVI,22.06,248,118,36,AKE,Pets,57,No,High,True,False,SEAFOOD EXPRESS
176-17061921,HWB708921,SV469,,LHR,SIN,2026-04-11,GEN,299.16,86,92,1071,"AKE,PMC",General Cargo,9,No,Medium,False,True,QATAR PHARMA
176-21328270,HWB702848,SV324,,DXB,LHR,2026-04-24,MAG,107.9,195,100,35,PMC,Magnetized Equipment,69,No,Low,True,True,SKY LOGISTICS
176-89441626,HWB332986,SV491,,DOH,DXB,2026-05-01,PER,434.54,167,165,49,"RAP,PMC",Milk Products,6,Yes,Medium,True,True,WORLD FREIGHT
176-63718401,HWB216284,SV801,,AMS,JFK,2026-04-09,DGR,346.58,75,76,340,PMC,Chemicals,61,No,Medium,True,False,EMIRATES MEDICAL
176-11385579,HWB115440,SV686,,SIN,SIN,2026-04-12,GEN,723.28,242,111,276,"AKE,PMC",Retail Goods,23,No,High,False,False,GLOBAL FOODS
176-39921345,HWB806002,SV213,,DXB,SYD,2026-04-28,PIL,256.54,83,51,507,"RAP,RKN,ALF",Medicines,53,Yes,High,True,False,EMIRATES MEDICAL
176-36850207,HWB850168,SV201,,LHR,LHR,2026-04-05,MAG,73.29,119,173,77,PMC,Magnetized Equipment,37,No,High,True,False,SKY LOGISTICS
176-58588461,HWB599760,SV530,,DOH,DXB,2026-04-17,PIL,167.47,165,135,123,"RAP,RKN,ALF",Vaccines,89,Yes,High,False,False,SKY LOGISTICS
176-67521272,HWB948142,SV171,,LHR,LHR,2026-04-29,BIG,4886.05,177,61,2358,PMC,Industrial Equipment,13,No,Low,False,True,GLOBAL FOODS
176-50235754,HWB831206,SV287,,MAA,SIN,2026-04-06,DGR,328.88,208,64,228,PMC,Lithium Batteries,72,No,High,False,False,EMIRATES MEDICAL
176-39396943,HWB381719,SV453,,LHR,SYD,2026-04-06,HEA,140.1,189,74,253,"PMC,PAG",Coffins,26,No,Low,False,False,WORLD FREIGHT
176-49382420,HWB910246,SV648,,SIN,FRA,2026-04-12,VAL,38.28,223,140,20,AKE,Gold,49,No,High,False,True,EMIRATES MEDICAL
176-45731499,HWB166290,SV768,,MAA,DXB,2026-04-14,COL,240.28,79,55,365,"RAP,RKN",Temperature Goods,30,Yes,Low,False,False,WORLD FREIGHT
176-47383278,HWB345844,SV428,,DOH,CDG,2026-04-13,EAT,666.16,171,73,164,"PMC,RAP",Dry Foods,3,No,High,True,False,GLOBAL FOODS
176-96911803,HWB765941,SV520,,AMS,DXB,2026-04-16,GEN,688.36,120,114,105,"AKE,PMC",Retail Goods,29,No,Medium,False,False,FAST CARGO
176-82777174,HWB888992,SV562,,DOH,FRA,2026-04-03,PIL,62.81,126,120,153,"RAP,RKN,ALF",Vaccines,54,Yes,Medium,False,False,SKY LOGISTICS
176-84283162,HWB948439,SV900,,MAA,LHR,2026-04-13,COL,363.05,160,123,166,"RAP,RKN",Temperature Goods,89,Yes,High,False,True,QATAR PHARMA
176-87425465,HWB984078,SV212,,MAA,SYD,2026-04-06,GEN,480.17,141,155,426,"AKE,PMC",Textiles,40,No,Medium,True,False,SEAFOOD EXPRESS
176-67499502,HWB134882,SV445,,MAA,SIN,2026-04-14,GEN,325.55,129,99,245,"AKE,PMC",Textiles,32,No,Medium,False,False,FAST CARGO
176-99371814,HWB321239,SV122,,DOH,JFK,2026-04-15,GEN,75.7,79,91,744,"AKE,PMC",Retail Goods,90,No,High,True,True,SKY LOGISTICS
176-87126347,HWB773576,SV387,,DOH,DXB,2026-04-30,PIL,152.58,94,67,419,"RAP,RKN,ALF",Pharma,3,Yes,Low,False,False,LUXURY EXPORTS
176-16266737,HWB506019,SV582,,DOH,SIN,2026-04-20,GEN,527.26,99,67,598,"AKE,PMC",Textiles,54,No,High,False,True,WORLD FREIGHT
176-95588023,HWB438326,SV968,,MAA,SYD,2026-04-26,PIL,56.02,102,155,165,"RAP,RKN,ALF",Pharma,82,Yes,Medium,True,True,GLOBAL FOODS
176-85300766,HWB543115,SV883,,AMS,SYD,2026-04-28,COL,236.62,179,120,83,"RAP,RKN",Cool Cargo,70,Yes,Medium,False,True,SEAFOOD EXPRESS
176-19358752,HWB521757,SV881,,DXB,CDG,2026-04-25,PIL,101.48,164,70,226,"RAP,RKN,ALF",Pharma,2,Yes,Medium,True,True,GLOBAL FOODS
176-31439705,HWB614366,SV222,,FRA,SIN,2026-04-30,COL,398.56,197,131,133,"RAP,RKN",Temperature Goods,90,Yes,Medium,True,True,WORLD FREIGHT
176-81657967,HWB543430,SV942,,DOH,LHR,2026-04-01,GEN,484.66,113,155,526,"AKE,PMC",Textiles,34,No,High,False,False,SKY LOGISTICS
